,poi_name,poi_porb
0,故宫,0.9999999999999996
1,午门,1.0
2,故宫博物院-珍宝馆,0.8903861181139395
3,故宫九龙壁,0.8325025919790734
4,故宫博物院-御花园,0.5688653181891788
5,太和殿,1.0
6,太和门,1.0
7,乾清宫,0.9999999526336087
8,金水桥,1.0
9,神武门,0.8690318315275936
10,保和殿,0.938032918298394
11,坤宁宫,1.0
12,中和殿,1.0
13,延禧宫,0.8808722214656061
14,乾清门,0.9721504964766494
15,养心殿,0.6220964743525934
16,交泰殿,0.9269519053118104
17,端门,0.9885997035597052
18,天安门广场-人民英雄纪念碑,0.9999999980762774
19,毛主席纪念堂,0.8459114121000483
20,天安门城楼,0.9184186038155852
21,天安门华表,0.9079100316601127
22,天坛公园,0.7092912323709452
23,天坛公园-祈年殿,0.8483272494763189
24,皇穹宇,1.0
25,恭王府,0.635896654728049
26,北海九龙璧,0.5325086911440339
27,雍和宫,0.7161219938125779
28,前门箭楼,0.6762958488906685
29,中国国家博物馆,0.8174791298816666
30,孔庙和国子监,0.7522936193038723
31,孔庙,0.730238149165013
32,明十三陵,0.8731031442530812
33,定陵,0.8840255697486284
34,长陵,1.0
35,神路公园,0.9555424621047802
36,明昭陵,1.0
37,明皇文化艺术馆,0.8232478681115086
38,北京警察博物馆,0.7218348791344416
39,新华门,0.7455523731312688
40,中国人民抗日战争纪念馆,0.6604513071668665
41,钟鼓楼,0.5182124200619515
42,中国人民革命军事博物馆,0.6032315607074363
43,十三陵-定陵地下宫殿,0.94861633640911
44,中南海,0.6515764532373486
45,中国电影博物馆,0.5813685074788328
46,太庙,0.974564725627081
47,中国铁道博物馆东郊馆,0.5283138523637352
48,法海寺,0.4969177232498589
49,智化寺,0.6990392153924442
50,北京历代帝王庙博物馆,0.7896471408338093
51,五塔寺,0.6887489054388288
52,北京市劳动人民文化宫,0.8425349286984959
53,北京古代建筑博物馆,0.7404457135478797
54,北京鲁迅博物馆,0.6272222140276338
55,东岳庙,0.5752448835836227
56,梅兰芳纪念馆,0.4341973075495283
57,古观象台,0.6292505078638387
58,国家动物博物馆,0.574713863621131
59,大钟寺古钟博物馆,0.7508419917208913
60,中国紫檀博物馆,0.5801931721358744
61,铁路博物馆,0.5759529857443253
62,北京国家大剧院音乐厅,0.5036973066422858
63,先农坛,0.722077733980865
64,雍王府,0.5285154385984249
65,牛街礼拜寺,0.6366870311022915
66,坦克博物馆,0.5548560364929058
67,金面王朝,0.4186057032618341
68,国家体育馆,0.4381425119353169
69,鲁迅故居,0.5243692253353543
70,八宝山革命公墓,0.5773027889809458
71,北京体育大学,0.5246483707889464
