,feature_name
0,圆明园
1,大观园
2,民族
3,遗址
4,西洋楼
5,红楼
6,历史
7,园子
8,故居
9,院子
10,花园
11,基地
12,想象
13,荷花
14,艺术
15,文化
16,西城区
17,大门
18,导游
19,南门
