,feature_name
0,故宫
1,建筑
2,中国
3,地方
4,历史
5,博物馆
6,参观
7,天安门
8,皇帝
9,门票
10,天安门广场
11,时间
12,景点
13,午门
14,天坛
15,九龙壁
16,孩子
17,电影
18,身份证
19,定陵
