,feature_name
0,潭柘寺
1,香山
2,红叶
3,寺庙
4,北京城
5,爬山
6,香火
7,北京
8,古刹
9,西山
10,公园
11,地方
12,历史
13,下山
14,山顶
15,文化
16,京西
17,京城
18,地铁
19,门头沟区
