,feature_name
0,校园
1,大学
2,学校
3,未名湖
4,学府
5,学生
6,中国
7,参观
8,西门
9,食堂
10,氛围
11,气息
12,同学
13,东门
14,人文
15,自行车
16,建筑
17,排队
18,全国
19,游客
