,feature_name
0,天安门
1,天安门广场
2,午门
3,长安街
4,角楼
5,鸟巢
6,华表
7,城楼
8,广场
9,箭楼
10,升旗
11,天安门城楼
12,毛主席
13,毛主席纪念堂
14,中南海
15,前门
16,正阳门
17,狮子
18,纪念碑
19,英雄
