,feature_name
0,植物园
1,植物
2,温室
3,樱桃沟
4,北京植物园
5,香山
6,蝴蝶
7,卧佛寺
8,花卉
9,水杉
10,桃花
11,栈道
12,季节
13,基地
14,品种
15,赏花
16,花草
17,菊花
18,很漂亮
19,花园
