,feature_name
0,外婆家
1,排队
2,杭州
3,绿茶
4,麻婆豆腐
5,等位
6,性价比
7,环境
8,外婆
9,价格
10,烤鸭
11,鱼头
12,家常菜
13,烤肉
14,面包
15,茶香
16,小时
17,菜品
18,时间
19,服务员
