,feature_name
0,教堂
1,使馆
2,历史
3,使馆区
4,婚纱照
5,旧址
6,天主教堂
7,天主堂
8,广场
9,婚纱
10,建筑风格
11,摄影
12,西洋
13,法国
14,巷子
15,婚礼
16,银行
17,时期
18,建筑
19,东城区
