,feature_name
0,司马台长城
1,水镇
2,古镇
3,村子
4,乌镇
5,夜景
6,特色
7,江南
8,雪场
9,建筑
10,体验
11,酒店
12,客栈
13,住宿
14,感觉
15,村落
16,价格
17,门票
18,历史
19,密云
