,feature_name
0,动物
1,动物园
2,项目
3,世界
4,欢乐谷
5,排队
6,北京动物园
7,孩子
8,过山车
9,建筑
10,海豚
11,游乐园
12,小时候
13,海洋
14,小朋友
15,时间
16,景观
17,种类
18,石景山游乐园
19,小孩子
