,feature_name
0,飞机
1,军事
2,坦克
3,军事博物馆
4,火车
5,铁路
6,中国
7,历史
8,铁道
9,世纪坛
10,武器
11,航空
12,建筑
13,农业
14,大炮
15,长城
16,广场
17,前门
18,参观
19,火车站
