,feature_name
0,排队
1,一条街
2,小时
3,美食
4,饭馆
5,地方
6,分店
7,等位
8,饭店
9,川菜
10,吃货
11,朋友
12,总店
13,店铺
14,时间
15,餐馆
16,京城
17,分量
18,美食街
19,地铁
