,feature_name
0,庙会
1,大栅栏
2,前门大街
3,老字号
4,前门
5,步行街
6,商业街
7,小吃
8,琉璃厂
9,老店
10,传统
11,店铺
12,大街
13,一条街
14,街道
15,京城
16,游客
17,历史
18,古玩
19,味道
