,poi_name,poi_porb
0,西单大悦城,0.9058333875336668
1,朝阳大悦城,0.592344976118479
2,西单商业街,0.7044716439981573
3,北京T3日上免税店,0.8782292308109487
4,宜家家居,0.5667781372448358
5,国贸商城,0.6159775141033893
6,王府井百货(王府井大街店),0.6283671909869605
7,中关村,0.5997859506252379
8,燕莎奥特莱斯购物中心,0.8008908023266048
9,东方新天地,0.6083546540056113
10,荟聚·西红门购物中心,0.6806981223439766
11,动物园服装批发市场,0.9259789139748592
12,赛特奥特莱斯,0.6807227451524646
13,君太百货,1.0
14,新光天地,0.7711390135214895
15,颐堤港,0.49692998076055295
16,老佛爷百货(西单店),0.855911859793593
17,西单购物中心,0.9544906583925908
18,凯德MALL(西直门店),0.9856783436866634
19,王府井书店,0.7919964260382429
20,北京新世界商场(崇文门店),0.999999999698466
21,汉光百货,1.0
22,北京图书大厦,0.7114192819237298
23,国瑞城购物中心,1.0
24,秀水街,0.5724432065328884
25,西单商场(西单店),0.928803521341222
26,五道口购物中心,0.648617336325667
27,北京市百货大楼,0.7483044331930035
28,西单明珠商场,0.9551444352617572
29,西单文化广场,0.8781183753039823
30,新东安广场,0.7727470514633799
31,北京来福士购物中心,0.8802775834978556
32,五彩城购物中心,0.9999999987211508
33,万达广场(北京CBD店),0.7498066005270579
34,天意小商品批发市场,0.7784449447641608
35,凯德MALL(望京店),1.0
36,华贸购物中心,0.7698783990819444
37,北京富力广场,1.0
38,北京音乐厅,0.4751121828665976
39,SOHO尚都,0.6215712580685456
40,长安大戏院,0.7683038458018485
41,百荣世贸商城(木樨园),0.9379633649738676
42,海淀剧院,0.6039986031091764
43,潘家园眼镜城,0.8768399009276173
44,日上免税行(北京首都国际机场2号航站楼店),0.8418860245616235
45,首都电影院(西单店),0.9563674039385048
46,万达广场(石景山店),0.9688834377754963
47,百盛购物中心(复兴门店),0.9999999999999616
48,龙德广场,1.0
49,中关村图书大厦,0.5898747498160561
50,鼎好电子商城,0.8885911333731065
51,耀莱国际影城,0.9953935872000328
52,万达影院,0.5656689899709038
53,华威商场,0.9081703646110358
54,西单文化广场77thStreet购物中心,0.8719101858395866
55,华联商厦(五道口店),1.0
56,庄胜崇光百货,1.0
57,女人街,0.6730082903669224
58,金逸国际影城(中关村店),1.0
59,工美大厦(王府井店),0.6719315338608843
60,海龙电子城,0.9513717143131352
