,feature_name
0,披萨
1,餐厅
2,快餐
3,好伦哥
4,宜家
5,东西
6,西北
7,环境
8,种类
9,蛋糕
10,饮料
11,感觉
12,俄罗斯
13,火锅
14,日式
15,鸡翅
16,过客
17,莜面
18,羊肉串
19,西餐
