,feature_name
0,火锅
1,羊肉
2,铜锅
3,涮羊肉
4,麻酱
5,烧饼
6,新鲜
7,烤肉
8,南门
9,锅底
10,小料
11,牛肉
12,老字号
13,食材
14,排队
15,服务员
16,等位
17,酱料
18,肉质
19,天坛
