,feature_name
0,图书馆
1,剧院
2,国图
3,建筑
4,艺术
5,身份证
6,舞台
7,环境
8,感觉
9,美术
10,北京
11,作品
12,氛围
13,地方
14,话剧
15,演员
16,书籍
17,读书
18,外观
19,画展
