,feature_name
0,故宫
1,什刹海
2,樱花
3,地坛
4,北海公园
5,景山公园
6,酒吧
7,中山公园
8,北海
9,景山
10,地坛公园
11,银锭
12,天安门
13,城墙
14,玉渊潭公园
15,樱花节
16,全景
17,双桨
18,大道
19,天坛
