,feature_name
0,展馆
1,时代
2,咖啡
3,设施
4,交通
5,中心
6,电梯
7,场馆
8,朝阳区
9,人们
10,北京市
11,地点
12,面积
13,效果
14,单位
15,空间
16,电影
17,文化
18,公司
19,中国
