,feature_name
0,书店
1,图书
2,图书大厦
3,种类
4,书籍
5,王府井书店
6,信用卡
7,音像制品
8,全面
9,文化
10,氛围
11,上学
12,孩子
13,规模
14,品种
15,全国
16,北京市
17,小时候
18,长安街
19,大厦
