,feature_name
0,衣服
1,中关村
2,批发市场
3,电子产品
4,小商品
5,老外
6,质量
7,动物园
8,市场
9,秀水街
10,眼镜
11,东西
12,外国人
13,五道口
14,电脑
15,中国
16,电子
17,价格
18,假货
19,讲价
