,feature_name
0,瀑布
1,黑龙潭
2,玻璃
3,溶洞
4,观景台
5,冰瀑
6,潭水
7,台阶
8,钟乳石
9,下山
10,景观
11,火车
12,导游
13,灯光
14,平谷
15,栈道
16,山顶
17,平台
18,流水
19,上山
