,feature_name
0,鸟巢
1,水立方
2,跑步
3,南园
4,北园
5,散步
6,夜景
7,麋鹿
8,森林公园
9,放风筝
10,野餐
11,帐篷
12,空气
13,向日葵
14,场馆
15,绿化
16,灯光
17,市民
18,广场
19,南门
