,feature_name
0,庙会
1,音乐节
2,游乐
3,运河
4,设施
5,通州
6,朝阳区
7,乐园
8,综合性
9,市民
10,南北
11,绿地
12,草地
13,人造
14,规划
15,公园
16,水面
17,国际
18,块钱
19,广场
