,feature_name
0,电影
1,孩子
2,科技馆
3,小朋友
4,科学
5,影院
6,球幕
7,天文馆
8,汽车
9,化石
10,动物
11,小孩子
12,乐园
13,科技
14,标本
15,小孩
16,世界
17,小时候
18,动物园
19,巨幕
