,feature_name
0,鼓楼
1,小店
2,特色
3,什刹海
4,商业化
5,巷子
6,古玩
7,文艺
8,味道
9,市场
10,街道
11,故事
12,小资
13,历史
14,咖啡馆
15,特点
16,小吃
17,店铺
18,文化
19,游客
