,poi_name,poi_porb
0,故宫博物院-珍宝馆,0.30803270559497603
1,钟表馆（奉先殿）,0.5045197172529573
2,中国长城博物馆,0.7409103849140972
3,中国国家博物馆,0.8519605995448154
4,首都博物馆,0.9730660292526578
5,北京警察博物馆,0.9998479908643008
6,北京自然博物馆,1.0
7,中国人民抗日战争纪念馆,0.6717464607600769
8,中国科学技术馆,0.9999998031434058
9,国家大剧院,0.568388369113301
10,中国人民革命军事博物馆,0.8824540089874466
11,国家图书馆,0.7739732869589264
12,中国美术馆,0.9670860063504272
13,北京天文馆,1.0
14,中国航空博物馆,0.9042210878743534
15,中国电影博物馆,1.0
16,中国铁道博物馆东郊馆,0.8262194526032434
17,观复博物馆,0.7412637518909634
18,周口店遗址,0.5177685045537636
19,北京汽车博物馆,0.8922442450185328
20,德云社天桥剧场,0.5116183094719255
21,太平洋汉海海底世界,0.8287348754097235
22,中华世纪坛,0.6332317560813456
23,中国地质博物馆,0.9564016895670304
24,北京古代建筑博物馆,0.5146844097671118
25,北京鲁迅博物馆,0.7753386635155353
26,国家会议中心,0.8430994811456054
27,国家动物博物馆,1.0
28,中国紫檀博物馆,0.4789122632168103
29,铁路博物馆,0.5573596814427055
30,中国古动物馆,0.9999999999999728
31,北大红楼,0.5154474714451663
32,坦克博物馆,0.8672427802888713
33,金面王朝,0.6529535246809439
34,农展馆,0.8494338462889417
35,焦庄户地道战遗址,0.6728969501997822
36,鲁迅故居,0.5255998135278545
