,poi_name,poi_porb
0,宋庆龄同志故居,0.5325808255095146
1,雍和宫,0.484084897305657
2,孔庙,0.4856542371437108
3,奥林匹克森林公园,0.9182101267775484
4,地坛公园,0.9999999981540648
5,陶然亭公园,0.6213077433754806
6,元大都城垣遗址公园,0.8414472738527384
7,国家奥林匹克中心,0.6037960308085818
8,龙潭公园,0.625626715313078
9,中华民族园,0.8181823305622323
10,月坛公园,0.7123255246156596
11,北京鲁迅博物馆,0.4299806815988432
12,莲花池公园,0.6209485185650453
13,菊儿胡同,0.4766157617493758
14,念坛公园,0.468419344274212
15,奥运村,0.6698894710583528
16,海淀公园,0.836613860456511
17,成贤街,0.5771870425525576
18,国家体育馆,0.6698034077504936
19,青年湖公园,0.8265929666466388
20,鲁迅故居,0.6539049326043814
21,国家网球中心,0.7207004704943119
22,庆丰公园,0.6798860591376865
