,poi_name,poi_porb
0,乾清宫,0.7006433038201981
1,保和殿,1.0
2,坤宁宫,0.6520684450553755
3,中和殿,0.9038323882435634
4,交泰殿,0.7314399676696272
5,天坛公园,0.8802363098449477
6,天坛公园-祈年殿,1.0
7,回音壁,0.9958374374817112
8,天坛公园祈年门,0.9400116252700722
9,圜丘,0.986915504394629
10,皇穹宇,0.9905986806322582
11,鸟巢,0.43766712204055497
12,定陵,0.9999999999998548
13,长陵,0.9999976274621164
14,神路公园,0.6317666235200893
15,明昭陵,0.7902683227981586
16,十三陵-定陵地下宫殿,1.0
17,西什库教堂,0.6030029815825753
18,北京国家大剧院音乐厅,0.5132174808869332
19,先农坛,0.7570006006917569
20,雍王府,0.4612878193135193
21,牛街礼拜寺,0.6911592288019921
22,西直门天主堂,0.7701993355146936
