,poi_name,poi_porb
0,鲜鱼口老字号美食街,0.6986028845719616
1,护国寺小吃(护国寺总店),0.9999966905550344
2,老磁器口豆汁店(天坛店),0.7063196352964279
3,都一处烧麦馆(前门店),0.7034798249469447
4,庆丰包子铺(西安门店),0.9998133096677322
5,护国寺小吃店(地安门店),0.9999999110151876
6,庆丰包子铺(西苑店),0.9999985918026996
7,护国寺小吃街,0.7727865508584308
8,隆福寺小吃店(隆福寺店),0.7886761217777306
9,王胖子驴肉火烧(鼓楼店),0.7435018104900349
10,北京稻香村(西四第10营业部),0.8676640377853252
11,王胖子驴肉火烧(东四店),0.8572719674168829
12,狗不理包子(前门店),0.6876394734668845
13,鲍师傅糕点(阜内4店),0.7716586404360698
14,锦芳小吃(前门店),0.6622126171896382
15,李记酱肉爆肚,0.4077356387665109
16,牛街清真超市美食城,0.5796779751060885
17,护国寺小吃店(和平门店),0.697809185101679
18,都一处烧麦馆(方庄店),0.7189326607933701
19,护国寺小吃店(新街口店),0.8499296727861891
20,护国寺小吃店(东四店),0.5623521459450883
21,仿膳饭庄,0.4685914643998476
22,白魁老号饭庄(隆福广场总店),0.8760677680157605
23,馄饨侯(鼓楼店),0.489828390959216
24,嘉和一品粥(方庄店),0.7120349013663119
25,王胖子驴肉火烧(护国寺店),0.7327055245020243
26,庆丰包子铺(和平里店),0.9999999679919741
27,庆丰包子铺(月坛店),0.9692143760478252
28,江边城外烤全鱼,0.4914706998090758
29,老上海城隍庙小吃(知春路店),1.0
30,护国寺,0.9527874853322598
31,稻香村(百货大楼店),0.7976388539185132
32,老北京豆汁儿,0.5900686450125397
33,这儿没玉米汁,0.6562664727443586
34,北京稻香村(灯市口第2营业部),1.0
35,庆丰包子铺(双桥店),1.0
36,狗不理包子(王府井总店),0.8200731054471715
37,和合谷,0.629712263507354
38,锦芳小吃(天坛路),0.6776470581963012
39,老家肉饼(东单店),1.0
40,三元梅园,0.5586399519399019
