,poi_name,poi_porb
0,宏源南门涮肉(前海店),0.9805688080813296
1,东来顺饭庄(前门大街店),0.8714135972256932
2,聚德华天烤肉季(什刹海总店),0.4744068059500336
3,聚宝源(牛街北口店),0.9149552161913304
4,东来顺饭庄(王府井店),0.9449518783930472
5,宏源南门涮肉(天坛店),0.993773028580665
6,爆肚冯(前门店),0.6391896785767676
7,烤肉宛饭庄(南礼士路店),0.6714742137543718
8,海底捞火锅(王府井in88店),0.6547415510526693
9,东来顺饭庄(大栅栏店),0.9919039355670082
10,东兴顺爆肚张,0.536377615134883
11,老诚一锅(双井店),0.3101847171873467
12,香草香草云南原生态火锅(人大西门店),0.8243669026929968
13,开心麻花剧场,0.2523063129464644
14,呷哺呷哺(北新桥店),0.43135981634408416
15,东来顺饭庄(五道口店),0.922044549688226
16,东来顺(中关村海淀大街店),0.97597881176401
17,HI辣火锅(香饵胡同店),0.4712782567464017
18,黄太吉特色风味卷饼(建外SOHO店),0.4150381069020111
19,宽板凳老灶火锅(簋街一店),0.5634234200065684
20,重庆孔亮火锅(东直门店),0.6616550304266161
21,百花人家(清水镇店),0.483297906513204
