,poi_name,poi_porb
0,西单大悦城,0.9147770086722092
1,朝阳大悦城,0.7545555775446904
2,北京T3日上免税店,0.5856563540688267
3,宜家家居,0.8985866798421165
4,燕莎奥特莱斯购物中心,0.6736536456998021
5,东方新天地,0.3231662927119087
6,荟聚·西红门购物中心,0.7893548433137785
7,动物园服装批发市场,0.999976539452656
8,赛特奥特莱斯,0.6328010150827098
9,君太百货,0.9398419765897388
10,颐堤港,0.5828591234788867
11,老佛爷百货(西单店),0.5325546097736775
12,西单购物中心,0.8125628467899131
13,凯德MALL(西直门店),0.8602350034678048
14,王府井书店,0.5669554930172713
15,北京新世界商场(崇文门店),0.7012912965505923
16,宜家家居餐厅(四元桥店),0.8488704375492541
17,汉光百货,0.8395154024358512
18,北京图书大厦,0.6311585871849307
19,满记甜品(嘉茂店),0.9731947497180048
20,国瑞城购物中心,0.8109767965763062
21,西单商场(西单店),0.7527440927439885
22,五道口购物中心,0.5598080461176379
23,西单明珠商场,0.9999999999999996
24,金钱豹国际美食百汇,0.509158095763383
25,西单文化广场,0.5386188579767653
26,新东安广场,0.5287173441967998
27,北京来福士购物中心,0.8753691056614124
28,五彩城购物中心,0.8477134181557362
29,万达广场(北京CBD店),0.6893112189729275
30,天意小商品批发市场,0.9999536253449512
31,凯德MALL(望京店),0.9213853714412112
32,华贸购物中心,0.3914764270559848
33,灵境胡同,0.8746396331833112
34,北京富力广场,0.8864380371026799
35,SOHO尚都,0.4883207509132145
36,百荣世贸商城(木樨园),0.9999999999999949
37,日上免税行(北京首都国际机场2号航站楼店),0.8468755173114864
38,万达广场(石景山店),0.7719348873571302
39,百盛购物中心(复兴门店),0.7168121724093419
40,报国寺,0.635061725675219
41,龙德广场,0.8368123639552499
42,中关村图书大厦,0.7158512054689496
43,鲜芋仙(五道口店),0.9934601304887322
44,华威商场,0.9376984907179898
45,西单文化广场77thStreet购物中心,0.6961324906127045
46,华联商厦(五道口店),0.9553872436487528
47,庄胜崇光百货,0.6353615464147283
48,金逸国际影城(中关村店),0.7461118254973688
49,海龙电子城,0.9999999920388426
