,poi_name,poi_porb
0,八达岭长城,0.9999996785830134
1,中国长城博物馆,0.7662679359449779
2,慕田峪长城,0.9071790242848072
3,司马台长城,0.8576809932053894
4,居庸关长城,0.9800147968445456
5,箭扣长城,0.6181643975930647
6,海淀温泉冰雪体育公园,0.496618947763541
7,八达岭残长城,0.8916977604950307
8,古北口长城,0.8078456513166085
9,南山滑雪场,0.4093338559887392
10,八达岭国家森林公园-八达岭水关长城,0.9999999999999976
11,居庸关,0.9999774304934992
12,德胜门箭楼,0.833829969038679
13,军都山滑雪场,0.5452629329021399
14,京东大溶洞,0.4682129048199912
15,八达岭滑雪场,0.5208116168001912
16,石京龙滑雪场,0.4103084977253305
