,poi_name,poi_porb
0,北海公园,0.7653956317705559
1,北海团城,0.7948962634436807
2,景山公园,0.6918731578939049
3,什刹海,0.7771294905301708
4,银锭桥,0.7033338140343172
5,后海公园,0.4767749740105826
6,玉渊潭公园,0.7296141787218473
7,地坛公园,0.9999999999999934
8,菖蒲河公园,0.5538675562195594
9,中山公园,0.99981223567323
10,钓鱼台银杏大道,0.8221721187991241
11,敕建大觉禅寺,0.7436576182213158
12,陶然亭公园,0.6917872573574306
13,紫竹院公园,0.7589754370525222
14,法源寺,0.7003109264298695
15,元大都城垣遗址公园,0.8029102393857851
16,明城墙遗址公园,0.6778676515918407
17,什刹海冰场,0.6146933981011481
18,日坛公园,0.9676965790963032
19,张各庄银杏林,0.6118999167911241
20,北京钓鱼台国宾馆,0.8566262613524265
21,月坛公园,0.9999999999999998
22,皇城根遗址公园,0.8323640803140016
23,怀柔水库,0.8507156725303398
24,前海,0.8743213658841371
25,双秀公园,0.8594061746280158
26,青年湖公园,0.5513272993947468
27,庆丰公园,0.8374643316222463
