,poi_name,poi_porb
0,红叶岭,0.46405020079078
1,灵山名胜风景区,0.9996205694167544
2,北京喇叭沟原始森林公园,0.9297802216604609
3,云蒙山森林公园,0.9999999968078368
4,玉渡山,0.5781124717380849
5,百里山水画廊,0.5467484204541109
6,百花山自然保护区,1.0
7,北京凤凰岭自然风景公园,0.5930912407750514
8,雾灵山森林公园,0.8519101007738366
9,周口店坡峰岭风景区,0.7799612272972009
10,蟒山国家森林公园,0.5033138766634773
11,百望山森林公园,0.704178930538393
12,平谷天云山,0.5369534979856626
13,海坨山,0.9999999999983452
14,北京西山国家森林公园,0.5688853413205444
15,北宫国家森林公园,0.4352158202132392
16,北京鹫峰国家森林公园,0.5939419894901105
17,桃源仙谷自然风景区,0.5875447814914087
18,定都阁,0.5783546097208278
19,小海陀山,0.9779542886477997
20,喇叭沟门满族乡,0.9285815756980808
21,圣莲山景区,0.5342170481710055
22,后花园(白虎涧)风景区,0.5801750848405121
23,上方山国家森林公园,0.4847647332939652
24,阳台山自然风景区,0.7863417905476288
25,松山国家森林公园,0.624442626636178
26,房山白草畔自然风景区,0.8840462250930705
