,poi_name,poi_porb
0,文宇奶酪店(南锣鼓巷店),0.6501673997552808
1,铃木食堂(小菊儿胡同店),0.6260997350222782
2,咂摸,0.6578409257484956
3,过客(南锣鼓巷店),0.973412873957784
4,吉事果(南锣鼓巷店),0.6760034047510229
5,那家小馆(七九八店),0.7909574015432974
6,那家小馆(植物园店),0.8028185656961278
7,那家小馆(永安里店),0.96510770426252
8,吴裕泰茶庄(前门大街店),0.7595251831702806
9,外婆家(北京apm店),0.9999999999767132
10,小吊梨汤(畅春园店),0.8717330339336868
11,花家怡园(四合院总店),0.4600716525626044
12,小吊梨汤(中关村店),0.950617006955262
13,莫斯科餐厅,0.5939014935860605
14,砂锅居(西四店),0.37540080977298185
15,南京大牌档(中关村店),0.8423444409721335
16,金鼎轩南北菜(地坛店),0.5592846140811212
17,旺顺阁鱼头泡饼(大望路店),0.7554326447730796
18,鹿港小镇(西单大悦城店),0.9999996923893564
19,局气(南站店),0.6436347350365762
20,港丽餐厅(大悦城店),1.0
21,金鼎轩南北菜(亚运村店),0.7327284056170678
22,日昌餐馆(地安门总店),0.9658604182956461
23,北京柳沟碧香苑牛肚豆腐宴,0.7667391127483422
24,川办餐厅(贡院蜀楼),0.5072349530176264
25,火炉火(五道口店),0.5844925486828111
26,绿茶(朝阳大悦城店),0.9877321854104226
27,黑松白鹿(新源里店),0.4903613669686625
28,印巷小馆(鼓楼店),0.9999998505490816
29,西贝莜面村(三元桥店),0.8324493713150813
30,华天峨嵋酒家(车公庄店),0.5370475574604441
31,金钱豹国际美食百汇(世贸天阶店),0.8101366419045294
32,孔乙己(后海店),0.7175471641948221
33,日昌餐馆(东单店),0.9643021519205791
34,南京大牌档(西直门凯德店),0.7631129770142785
35,巴黎贝甜(东方新天地店),1.0
36,海底捞火锅(牡丹园店),0.3874757529844137
37,开心麻花剧场,0.6135392309147154
38,菊儿人家,0.5339010944459883
39,吴裕泰茶庄(王府井店),0.9509033912765236
40,冰糖葫芦,0.5898359582171178
41,麻辣诱惑(搜秀店),0.5120652717429965
42,眉州东坡(亚运村店),0.5566136352050359
43,站点披萨,0.7678042404610765
44,宜家家居餐厅(四元桥店),0.9429578406952548
45,马迭尔(前门店),0.6819311096587288
46,大鸭梨烤鸭店(劲松店),0.543367435029465
47,柳沟农家风情豆腐宴,0.8035720804010642
48,Eimio爱咪欧冻酸奶(南锣26号店),0.9382701237943482
49,满记甜品(嘉茂店),0.9695023655174764
50,眉州东坡(团结湖店),0.4505899322389588
51,风波庄(中关村店),0.6423759153439594
52,倒字鸡翅,0.9015821372185044
53,好伦哥,0.9291983902153736
54,郭林家常菜(西直门店),0.8032813106423717
55,南京大牌档(崇文门国瑞店),0.6773972955378293
56,三元梅园(西四店),0.7518221968246753
57,俏江南(东方广场店),0.40529847260027796
58,将太无二(金泉广场餐厅),0.5919684385800162
59,金钱豹国际美食百汇,0.701775370704749
60,必胜客(王府井大街店),0.8592228654963813
61,赛百味(新世界百货宝鼎店),0.7752754647757878
62,鹿港小镇(中关村店),0.9751493428020436
63,绿茶餐厅(温特莱店),0.9870830619040764
64,九头鸟酒家(北太平庄店),1.0
65,宏状元(HZYBJ005学院南路店),0.8061934226361186
66,第1佳大鸡排(南锣鼓巷店),0.7497218115526415
67,太熟悉家常菜(朝阳门店),0.7380704189734356
68,蕉叶(中关村店),0.7289446640863423
69,小土豆,0.9843633951971964
70,港丽餐厅(中关村店),1.0
71,和合谷,0.6364202271937474
72,面爱面(长椿街店),0.5603946896403491
73,鲜芋仙(五道口店),0.9967729882181936
74,正一味,0.551358544218144
75,三元梅园,0.591667711109663
76,木桶三国(现代城店),0.6650326040115364
77,湘鄂情(北四环店),0.5964864353903966
78,棒约翰,0.8348964160626386
79,肯德基(王府井百货店),0.4892120116150329
